system   I             system.c:245  al_install_system                [   0.00158] Allegro version: 5.1.12 (WIP)
display  D   display_settings.c:388  _al_score_display_settings       [   0.70154] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70160] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70166] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70171] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70176] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70191] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.70197] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70201] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.70206] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70211] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70218] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70222] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70227] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70232] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70237] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70241] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70246] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70256] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70265] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70268] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70273] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70276] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70290] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70295] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.70301] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70306] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.70313] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70318] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70323] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70328] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70334] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70338] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70343] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70348] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70352] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70356] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70362] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70366] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70372] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70376] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.70393] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.70398] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70404] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70409] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70415] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70419] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70425] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70429] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70435] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70440] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70446] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70450] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70455] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70460] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70466] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70470] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70476] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70481] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70487] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70492] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70497] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70501] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70507] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70511] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70517] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70521] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70527] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70531] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70537] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70541] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70546] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70551] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70556] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70562] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70568] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70572] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70589] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70594] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70599] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70604] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70609] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70612] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70617] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70621] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70627] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70631] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70637] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70641] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70646] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70651] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70657] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70662] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70669] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70672] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70677] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70682] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70687] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70691] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70696] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70700] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70705] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70709] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70715] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70718] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70724] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70728] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70733] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70737] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70742] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70746] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70751] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70755] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70760] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70766] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70772] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70776] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70792] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70797] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70802] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70806] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70812] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70817] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70823] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70828] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70833] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70838] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70844] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70848] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70854] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70860] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70866] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70871] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70875] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70887] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70892] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70895] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70899] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70902] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70907] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70910] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70915] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70918] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70922] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.70925] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70929] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.70933] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70937] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.70940] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70944] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.70947] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70952] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70955] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.70960] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.70963] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70967] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.70971] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70975] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.70987] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.70994] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.70998] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71003] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.71007] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71013] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.71017] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71022] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.71026] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71031] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.71035] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.71040] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.71044] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:517  _al_score_display_settings       [   0.71049] Score is : 769
display  D   display_settings.c:202  debug_display_settings           [   0.71052] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71058] Score is : 598
display  D   display_settings.c:202  debug_display_settings           [   0.71062] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71067] Score is : 593
display  D   display_settings.c:202  debug_display_settings           [   0.71071] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71076] Score is : 589
display  D   display_settings.c:202  debug_display_settings           [   0.71080] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71085] Score is : 587
display  D   display_settings.c:202  debug_display_settings           [   0.71089] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71093] Score is : 586
display  D   display_settings.c:202  debug_display_settings           [   0.71097] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71102] Score is : 585
display  D   display_settings.c:202  debug_display_settings           [   0.71106] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:517  _al_score_display_settings       [   0.71113] Score is : 584
display  D   display_settings.c:202  debug_display_settings           [   0.71117] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71122] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71126] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71131] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71136] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71141] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71146] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71151] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71155] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71162] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71166] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71171] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71176] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71189] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71194] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71198] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71201] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71206] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71210] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71214] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71217] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71221] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71225] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71230] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71235] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71240] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71245] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71250] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71254] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71261] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71266] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71272] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71276] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71290] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71300] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71309] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71313] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71319] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71326] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71331] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71336] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71342] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71346] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71352] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71356] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71362] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71366] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71371] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71376] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71381] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71385] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71390] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71395] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71401] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71405] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71411] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71415] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:388  _al_score_display_settings       [   0.71420] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71424] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71430] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71434] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71449] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71454] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71460] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71464] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71469] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71474] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71479] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71483] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71488] Single Buffer requirement not met.
display  D   display_settings.c:202  debug_display_settings           [   0.71492] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:388  _al_score_display_settings       [   0.71497] Single Buffer requirement not met.
